ProgramCode,FromGrade,ToGrade,GroupState,IsNonAnnual,Days,TravelType,DepartureDate,ReturnDate,DepositDate,SpecialPay,Tuition,FRPActive,FRPCancelled,FRPTakeuppercent,EarlyRPL,LatestRPL,CancelledPax,TotalDiscountPax,InitialSystemDate,PovertyCode,Region,CRMSegment,SchoolType,ParentMeetingFlag,MDRLowGrade,MDRHighGrade,TotalSchoolEnrollment,IncomeLevel,EZPayTakeUpRate,SchoolSponsor,SPRProductType,SPRNewExisting,FPP,TotalPax,SPRGroupRevenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPPtoSchoolenrollment,FPPtoPAX,NumofNonFPPPAX,SchoolSizeIndicator,RetainedLabel
HC,5,6,Other,1,5,A,3/3/11,3/7/11,11/6/10,FIXED_NA,1813,36,8,0.72,5/7/10,5/7/10,8,3,8/31/09,C,Other,4,PUBLIC,1,PK,5,400,C,0.28,0,East Coast,EXISTING,50,53,1813,2,8/19/10,11/2/10,196,121,Elementary,Middle,Elementary->Middle,March,PK,Elementary,Other,H,0,0.125,0.943396226,3,S-M,Churned
Other,4,4,CA,0,1,B,3/4/11,3/4/11,10/15/10,SA,149,0,0,0,5/19/10,5/19/10,1,1,3/31/10,FIXED_NA,Southern California,4,Private non-Christian,0,K,6,280,Q,0,1,CA History,EXISTING,25,26,149,0,1/1/10,1/1/10,0,0,Elementary,Elementary,Elementary->Elementary,March,K,Middle,K->Middle,H,1,0.089285714,0.961538462,1,S,Retained
HD,8,8,Other,0,3,A,3/4/11,3/6/11,11/1/10,FR,987,94,10,0.686,3/15/10,8/12/10,10,13,2/27/10,A,Other,5,PUBLIC,1,6,8,1232,O,0.219,0,East Coast,EXISTING,137,150,987,1,1/31/11,1/31/11,32,32,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.111201299,0.913333333,13,L,Retained
HD,7,7,IL,0,3,A,3/4/11,3/7/11,10/5/10,FIXED_NA,1040,65,6,0.707,2/25/10,8/20/10,5,10,2/25/10,B,Other,10,PUBLIC,1,7,8,478,L,0.196,0,East Coast,EXISTING,92,102,1040,1,9/23/10,9/23/10,162,162,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.192468619,0.901960784,10,S-M,Retained
HD,8,8,Other,0,5,B,3/4/11,3/9/11,9/30/10,FIXED_NA,899,34,5,0.642,4/26/10,8/19/10,8,4,4/27/10,C,Other,2,PUBLIC,1,6,8,669,E,0.17,0,East Coast,EXISTING,53,57,899,2,5/11/10,9/7/10,297,178,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.07922272,0.929824561,4,M-L,Retained
Other,8,8,OR,0,8,A,3/4/11,3/11/11,10/1/10,FIXED_NA,2048,16,6,0.246,3/1/10,8/20/10,7,8,2/19/10,B,Pacific Northwest,7,PUBLIC,1,6,8,495,J,0.154,0,Science,EXISTING,65,73,2048,1,9/19/10,9/19/10,166,166,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,S,1,0.131313131,0.890410959,8,S-M,Retained
HD,0,0,IL,0,3,A,3/5/11,3/7/11,10/9/10,FIXED_NA,1066,88,3,0.765,4/20/10,8/23/10,4,11,1/28/10,A,Other,5,PUBLIC,1,6,8,586,Q,0.226,0,East Coast,EXISTING,115,126,1066,1,9/1/10,9/1/10,185,185,Undefined,Undefined,Undefined->Undefined,March,Middle,Middle,Middle->Middle,H,0,0.196245734,0.912698413,11,M-L,Retained
HD,0,0,Other,0,4,A,3/5/11,3/8/11,10/1/10,FIXED_NA,1400,17,5,0.739,2/25/10,8/16/10,5,2,2/23/10,FIXED_NA,Other,5,Catholic,1,PK,7,900,L,0.044,0,East Coast,EXISTING,23,25,1400,1,8/31/10,8/31/10,186,186,Undefined,Undefined,Undefined->Undefined,March,PK,Middle,PK->Middle,H,0,0.025555556,0.92,2,L,Retained
HD,8,8,Other,0,4,A,3/5/11,3/9/11,11/1/10,FIXED_NA,1319,16,3,0.485,3/25/10,3/25/10,9,5,3/26/10,B,Other,10,PUBLIC,1,6,8,835,I,0.152,0,East Coast,NEW,33,38,1319,2,5/19/10,9/8/10,290,178,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.039520958,0.868421053,5,L,Retained
HC,8,8,TX,0,5,A,3/6/11,3/10/11,11/1/10,FIXED_NA,1924,20,11,0.741,2/11/10,8/23/10,14,3,2/10/10,C,Dallas,10,PUBLIC,1,6,8,996,K,0.185,0,East Coast,EXISTING,27,30,1924,1,9/14/10,9/14/10,173,173,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.027108434,0.9,3,L,Retained
HD,8,8,Other,0,5,B,3/6/11,3/10/11,10/22/10,FIXED_NA,849,46,18,0.455,4/12/10,9/20/10,21,8,4/8/10,B,Other,8,PUBLIC,1,9,12,497,N,0.168,0,East Coast,NEW,101,109,849,1,10/7/10,10/7/10,150,150,Middle,Middle,Middle->Middle,March,High,High,High->High,H,1,0.203219316,0.926605505,8,S-M,Retained
HD,8,8,Other,0,5,B,3/6/11,3/11/11,11/1/10,SA,1268,1,0,0.031,3/23/10,9/2/10,0,3,3/19/10,FIXED_NA,Other,10,CHD,1,PK,12,310,Other,0,0,East Coast,EXISTING,32,35,1268,1,9/30/10,9/30/10,157,157,Middle,Middle,Middle->Middle,March,PK,High,PK->High,H,1,0.103225806,0.914285714,3,S,Retained
CD,6,6,FL,0,6,A,3/6/11,3/11/11,10/15/10,FR,1393,11,4,0.611,5/7/10,8/25/10,4,2,5/8/10,FIXED_NA,Other,10,CHD,1,PK,12,550,Other,0.111,0,East Coast,EXISTING,18,20,1393,2,5/27/10,8/30/10,283,188,Middle,Middle,Middle->Middle,March,PK,High,PK->High,C,1,0.032727273,0.9,2,S-M,Retained
HC,8,8,CA,0,7,A,3/6/11,3/12/11,11/12/10,FR,2571,16,4,0.246,3/9/10,8/12/10,6,4,2/27/10,A,Southern California,10,PUBLIC,1,K,8,610,O,0.092,0,East Coast,EXISTING,65,69,2571,1,10/20/10,10/20/10,137,137,Middle,Middle,Middle->Middle,March,K,Middle,K->Middle,H,1,0.106557377,0.942028986,4,M-L,Retained
Other,8,8,CA,0,7,A,3/6/11,3/12/11,10/1/10,CP,2389,38,1,0.623,2/18/10,8/11/10,1,5,2/18/10,FIXED_NA,Northern California,5,CHD,1,PK,8,864,Q,0.312,1,East Coast,EXISTING,61,66,2389,1,9/2/10,9/2/10,185,185,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,C,1,0.070601852,0.924242424,5,L,Retained
CD,8,8,CA,0,7,A,3/6/11,3/12/11,10/1/10,FIXED_NA,2049,33,8,0.471,3/23/10,8/17/10,5,6,3/17/10,FIXED_NA,Southern California,5,PUBLIC,1,7,12,0,O,0.243,1,East Coast,EXISTING,70,76,2049,1,8/30/10,8/30/10,188,188,Middle,Middle,Middle->Middle,March,Middle,High,Middle->High,C,1,0,0.921052632,6,FIXED_NA,Retained
CD,7,8,Other,1,4,A,3/7/11,3/10/11,9/30/10,FR,1324,41,1,0.774,5/10/10,8/5/10,3,5,3/17/10,FIXED_NA,Other,10,CHD,1,PK,8,365,M,0.245,0,East Coast,EXISTING,53,58,1324,1,8/17/10,8/17/10,202,202,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,C,0,0.145205479,0.913793103,5,S-M,Churned
HD,8,8,CA,0,5,A,3/7/11,3/11/11,11/1/10,FIXED_NA,1984,3,1,0.231,3/26/10,9/10/10,3,1,3/26/10,B,Northern California,5,PUBLIC,1,7,8,511,O,0.154,0,East Coast,EXISTING,13,14,1984,1,9/21/10,9/21/10,167,167,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.025440313,0.928571429,1,S-M,Retained
HD,8,8,CA,0,5,A,3/7/11,3/11/11,11/1/10,FIXED_NA,2267,26,0,0.743,4/21/10,8/12/10,0,4,4/9/10,FIXED_NA,Northern California,5,Private non-Christian,1,6,12,372,Q,0.171,0,East Coast,EXISTING,35,39,2267,1,9/30/10,9/30/10,158,158,Middle,Middle,Middle->Middle,March,Middle,High,Middle->High,H,1,0.094086022,0.897435897,4,S-M,Retained
HD,7,8,TX,0,5,A,3/7/11,3/11/11,11/1/10,FIXED_NA,1742,28,11,0.966,1/25/10,8/20/10,10,2,1/22/10,B,Houston,10,PUBLIC,1,6,8,375,M,0.172,0,East Coast,EXISTING,29,31,1742,1,9/13/10,9/13/10,175,175,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.077333333,0.935483871,2,S-M,Retained
HD,7,8,AZ,0,5,A,3/7/11,3/11/11,10/15/10,FIXED_NA,1699,17,2,0.85,3/12/10,3/12/10,3,2,3/12/10,FIXED_NA,Other,7,PUBLIC,1,FIXED_NA,0,0,FIXED_NA,0.1,0,East Coast,NEW,20,22,1699,2,8/31/10,10/21/10,188,137,Middle,Middle,Middle->Middle,March,Undefined,Undefined,Undefined->Undefined,H,0,0,0.909090909,2,FIXED_NA,Churned
HC,8,8,MI,0,6,B,3/7/11,3/12/11,10/15/10,FIXED_NA,1099,50,4,0.676,3/11/10,8/25/10,6,7,3/2/10,B,Other,10,PUBLIC,1,6,8,682,J,0.284,0,East Coast,EXISTING,74,81,1099,1,9/7/10,9/7/10,181,181,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.108504399,0.913580247,7,M-L,Retained
HD,9,9,Other,0,6,A,3/7/11,3/12/11,6/1/10,SA,2296,0,0,0,4/1/10,4/1/10,14,2,2/25/10,FIXED_NA,Other,7,CHD,0,FIXED_NA,0,0,FIXED_NA,0,0,East Coast,EXISTING,23,25,2296,0,1/1/10,1/1/10,0,0,High,High,High->High,March,Undefined,Undefined,Undefined->Undefined,H,1,0,0.92,2,FIXED_NA,Retained
HD,8,0,FL,0,4,A,3/8/11,3/11/11,11/8/10,FIXED_NA,1444,3,1,0.5,4/6/10,9/9/10,1,1,4/6/10,B,Other,10,PUBLIC,1,Other,12,2159,O,0.5,0,East Coast,EXISTING,6,7,1444,2,5/11/10,10/27/10,301,132,Middle,Undefined,Other,March,Elementary,High,Other,H,0,0.002779064,0.857142857,1,L,Churned
HD,8,8,FL,1,4,A,3/8/11,3/11/11,10/15/10,FIXED_NA,1145,22,4,0.688,1/1/10,8/11/10,7,3,7/1/10,FIXED_NA,Other,5,Private non-Christian,0,PK,12,1100,F,0.25,0,East Coast,EXISTING,32,35,1145,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,March,PK,High,PK->High,H,1,0.029090909,0.914285714,3,L,Retained
SK,7,7,FL,0,4,B,3/8/11,3/11/11,10/12/10,FIXED_NA,999,18,7,0.783,1/1/10,9/1/10,7,3,7/2/10,FIXED_NA,Other,7,Private non-Christian,0,PK,12,1100,F,0.13,0,Science,EXISTING,23,26,999,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,March,PK,High,PK->High,S,1,0.020909091,0.884615385,3,L,Retained
HD,7,8,TX,0,6,A,3/8/11,3/13/11,10/15/10,SA,2096,0,0,0,2/11/10,2/11/10,2,4,2/11/10,FIXED_NA,Houston,5,Catholic,0,PK,8,428,Other,0,0,East Coast,EXISTING,52,56,2096,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,H,0,0.121495327,0.928571429,4,S-M,Retained
Other,6,6,FL,0,3,B,3/9/11,3/11/11,10/15/10,FIXED_NA,725,31,0,0.861,1/1/10,9/1/10,0,3,7/2/10,FIXED_NA,Other,7,Private non-Christian,0,PK,12,1100,F,0.139,0,Science,EXISTING,36,39,725,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,March,PK,High,PK->High,S,1,0.032727273,0.923076923,3,L,Retained
HD,7,8,Other,1,4,A,3/9/11,3/12/11,10/22/10,FIXED_NA,1467,34,9,0.708,2/1/10,8/4/10,9,4,2/2/10,B,Other,10,PUBLIC,1,7,8,552,J,0.208,0,East Coast,EXISTING,48,52,1467,1,8/25/10,8/25/10,196,196,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.086956522,0.923076923,4,S-M,Churned
HD,8,8,AZ,0,4,A,3/9/11,3/12/11,9/20/10,FIXED_NA,1630,58,12,0.753,3/23/10,8/6/10,12,10,3/20/10,B,Other,5,PUBLIC,1,7,8,688,P,0.143,0,East Coast,EXISTING,77,87,1630,2,4/28/10,9/1/10,315,189,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.111918605,0.885057471,10,M-L,Retained
HD,8,8,Other,0,6,B,3/9/11,3/14/11,10/15/10,FIXED_NA,1099,16,3,0.5,3/24/10,8/26/10,2,2,3/24/10,B,Other,10,PUBLIC,1,5,8,330,J,0.219,0,East Coast,EXISTING,32,34,1099,1,9/9/10,9/9/10,181,181,Middle,Middle,Middle->Middle,March,Elementary,Middle,Elementary->Middle,H,1,0.096969697,0.941176471,2,S,Retained
HC,8,8,CO,0,6,A,3/9/11,3/14/11,10/1/10,FIXED_NA,1854,18,1,0.514,1/28/10,8/26/10,1,3,1/26/10,FIXED_NA,Other,10,CHD,1,K,12,315,M,0.486,0,East Coast,EXISTING,35,38,1854,2,2/22/10,9/9/10,380,181,Middle,Middle,Middle->Middle,March,K,High,K->High,H,1,0.111111111,0.921052632,3,S,Churned
Other,7,8,Other,0,3,B,3/10/11,3/12/11,10/15/10,FIXED_NA,890,6,6,0.4,2/25/10,9/7/10,7,1,2/25/10,C,Other,10,PUBLIC,1,7,8,650,I,0.2,0,East Coast,EXISTING,15,16,890,1,9/13/10,9/13/10,178,178,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.023076923,0.9375,1,M-L,Churned
HD,8,8,IL,0,3,A,3/10/11,3/13/11,10/22/10,FIXED_NA,1163,149,22,0.823,4/26/10,8/20/10,20,13,4/24/10,A,Other,5,PUBLIC,1,7,8,468,Q,0.116,0,East Coast,EXISTING,181,194,1163,1,9/30/10,9/30/10,161,161,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.386752137,0.932989691,13,S-M,Retained
Other,0,0,TX,0,4,A,3/10/11,3/13/11,10/29/10,FIXED_NA,1750,42,7,0.857,5/4/10,8/19/10,7,4,4/29/10,FIXED_NA,Houston,5,Private non-Christian,1,PK,12,957,Other,0.163,0,East Coast,EXISTING,49,53,1750,1,10/22/10,10/22/10,139,139,Undefined,Undefined,Undefined->Undefined,March,PK,High,PK->High,H,0,0.051201672,0.924528302,4,L,Retained
HD,9,9,MN,0,4,A,3/10/11,3/13/11,10/15/10,FIXED_NA,1445,49,3,0.628,3/26/10,8/16/10,4,5,3/20/10,A,Other,5,PUBLIC,1,6,9,1102,Q,0.269,0,East Coast,EXISTING,78,83,1445,2,9/23/10,9/24/10,168,167,High,High,High->High,March,Middle,High,Middle->High,H,1,0.070780399,0.939759036,5,L,Retained
HD,8,9,Other,0,5,A,3/10/11,3/14/11,11/22/10,FIXED_NA,1229,27,4,0.643,1/1/10,8/24/10,3,3,7/15/10,B,Other,10,PUBLIC,1,7,9,780,G,0.167,1,East Coast,EXISTING,42,45,1229,1,10/4/10,10/4/10,157,157,Middle,High,Middle->High,March,Middle,High,Middle->High,H,0,0.053846154,0.933333333,3,M-L,Retained
HD,8,8,AZ,0,5,A,3/10/11,3/14/11,10/1/10,FIXED_NA,2164,12,15,0.667,3/17/10,8/24/10,21,3,11/21/09,FIXED_NA,Other,5,Catholic,1,K,8,570,I,0.333,0,East Coast,EXISTING,18,21,2164,2,2/23/10,8/26/10,380,196,Middle,Middle,Middle->Middle,March,K,Middle,K->Middle,H,1,0.031578947,0.857142857,3,S-M,Churned
HD,6,6,CA,0,8,A,3/10/11,3/17/11,10/1/10,SA,2630,0,0,0,2/25/10,2/25/10,0,4,2/19/10,FIXED_NA,Southern California,4,Private non-Christian,0,PK,6,350,P,0,1,East Coast,EXISTING,36,40,2630,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,H,1,0.102857143,0.9,4,S-M,Retained
HD,8,8,Other,0,3,A,3/11/11,3/13/11,11/15/10,FIXED_NA,1149,24,2,0.828,2/11/10,8/27/10,3,2,2/11/10,FIXED_NA,Other,5,CHD,1,PK,12,1140,K,0.31,0,East Coast,EXISTING,29,31,1149,1,10/19/10,10/19/10,143,143,Middle,Middle,Middle->Middle,March,PK,High,PK->High,H,1,0.025438596,0.935483871,2,L,Retained
HD,6,8,FL,0,4,A,3/11/11,3/14/11,10/1/10,FR,1368,34,7,0.68,4/15/10,9/30/10,9,5,4/15/10,B,Other,10,PUBLIC,0,6,8,1165,K,0.32,0,East Coast,NEW,50,55,1368,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.042918455,0.909090909,5,L,Retained
CD,8,12,MN,1,4,A,3/11/11,3/14/11,10/29/10,FIXED_NA,1299,6,2,0.667,4/22/10,9/1/10,2,1,4/21/10,FIXED_NA,Other,10,CHD,1,K,12,452,Q,0.222,0,East Coast,NEW,9,10,1299,2,5/3/10,9/14/10,312,178,Middle,High,Middle->High,March,K,High,K->High,C,0,0.019911504,0.9,1,S-M,Churned
HC,7,8,MN,1,5,A,3/11/11,3/15/11,11/1/10,FIXED_NA,1620,23,3,0.575,2/18/10,8/9/10,2,2,1/14/10,B,Other,10,PUBLIC,1,K,8,700,M,0.3,0,East Coast,EXISTING,40,42,1620,1,9/30/10,9/30/10,162,162,Middle,Middle,Middle->Middle,March,K,Middle,K->Middle,H,0,0.057142857,0.952380952,2,M-L,Churned
HN,5,6,Other,0,5,A,3/11/11,3/15/11,11/1/10,FIXED_NA,1849,13,9,0.52,3/1/10,8/21/10,10,4,3/2/10,C,Other,10,PUBLIC,1,K,8,1590,E,0.16,0,East Coast,EXISTING,25,29,1849,2,4/12/10,9/2/10,333,190,Elementary,Middle,Elementary->Middle,March,K,Middle,K->Middle,H,0,0.01572327,0.862068966,4,L,Retained
HD,8,8,Other,0,4,B,3/11/11,3/16/11,11/1/10,FIXED_NA,1217,13,1,0.619,3/23/10,8/20/10,1,1,3/7/10,FIXED_NA,Other,10,Private non-Christian,1,K,12,780,G,0.191,0,East Coast,EXISTING,21,22,1217,1,8/24/10,8/24/10,199,199,Middle,Middle,Middle->Middle,March,K,High,K->High,H,1,0.026923077,0.954545455,1,M-L,Retained
HD,6,8,TX,1,6,A,3/11/11,3/16/11,9/30/10,FIXED_NA,1844,9,2,0.429,2/1/10,8/3/10,2,2,1/14/10,FIXED_NA,Houston,10,CHD,1,PK,8,184,Other,0.143,0,East Coast,EXISTING,21,23,1844,1,9/2/10,9/2/10,190,190,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,H,0,0.114130435,0.913043478,2,S,Churned
HD,8,8,Other,0,4,B,3/11/11,3/17/11,10/15/10,FIXED_NA,1047,21,2,0.568,3/30/10,8/17/10,1,4,11/14/09,B,Other,10,PUBLIC,1,6,8,760,G,0.324,0,East Coast,EXISTING,37,41,1047,2,4/13/10,8/31/10,332,192,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.048684211,0.902439024,4,M-L,Retained
CD,8,8,OR,0,7,A,3/11/11,3/17/11,6/1/10,FIXED_NA,2277,11,1,0.647,2/22/10,8/11/10,1,1,2/19/10,FIXED_NA,Pacific Northwest,10,CHD,1,PK,8,165,H,0.471,1,East Coast,EXISTING,17,18,2277,1,9/22/10,9/22/10,170,170,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,C,1,0.103030303,0.944444444,1,S,Retained
HD,8,8,TX,0,4,A,3/12/11,3/15/11,11/15/10,FIXED_NA,1658,12,3,0.706,2/18/10,8/16/10,2,1,2/18/10,C,Houston,10,PUBLIC,1,6,8,1450,L,0.235,0,East Coast,EXISTING,17,18,1658,1,9/1/10,9/1/10,192,192,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.011724138,0.944444444,1,L,Retained
HD,8,8,TX,0,4,A,3/12/11,3/15/11,10/15/10,FIXED_NA,1463,5,5,0.357,1/28/10,8/27/10,5,2,1/28/10,C,Dallas,10,PUBLIC,1,6,8,995,I,0.071,0,East Coast,EXISTING,14,16,1463,1,9/16/10,9/16/10,177,177,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.014070352,0.875,2,L,Retained
HD,8,8,Other,0,4,A,3/12/11,3/15/11,10/1/10,FIXED_NA,1299,6,7,0.857,5/10/10,8/27/10,9,1,5/11/10,B,Other,10,PUBLIC,1,6,8,923,O,0.143,0,East Coast,NEW,7,8,1299,1,9/28/10,9/28/10,165,165,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.007583965,0.875,1,L,Retained
HD,6,8,TX,0,4,A,3/12/11,3/15/11,10/15/10,FIXED_NA,1703,3,2,0.6,3/11/10,9/22/10,4,1,3/10/10,B,Houston,10,PUBLIC,1,6,8,996,Other,0.2,0,East Coast,EXISTING,5,6,1703,1,9/28/10,9/28/10,165,165,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.00502008,0.833333333,1,L,Retained
HD,8,8,TX,0,4,A,3/12/11,3/15/11,10/8/10,FIXED_NA,1467,18,1,0.75,3/1/10,8/26/10,2,1,2/27/10,B,Houston,10,PUBLIC,1,6,8,1249,L,0.208,0,East Coast,EXISTING,24,25,1467,1,9/1/10,9/1/10,192,192,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.019215372,0.96,1,L,Retained
HD,7,7,Other,0,4,A,3/12/11,3/15/11,10/1/10,FR,1299,32,2,0.525,4/26/10,8/2/10,2,6,4/17/10,A,Other,10,PUBLIC,1,6,8,760,O,0.279,0,East Coast,NEW,61,67,1299,1,5/27/10,5/27/10,289,289,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.080263158,0.910447761,6,M-L,Retained
HD,6,8,TX,0,4,A,3/12/11,3/15/11,10/30/10,FIXED_NA,1738,2,2,0.5,4/23/10,4/23/10,3,1,4/21/10,C,Houston,10,PUBLIC,1,6,8,900,E,0.5,0,East Coast,NEW,4,5,1738,2,5/11/10,9/8/10,305,185,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.004444444,0.8,1,L,Churned
HD,8,8,TX,0,4,A,3/12/11,3/15/11,10/1/10,FIXED_NA,1637,13,3,0.722,2/16/10,8/24/10,3,2,2/17/10,B,Houston,10,PUBLIC,1,6,8,547,P,0.167,0,East Coast,EXISTING,18,20,1637,1,9/20/10,9/20/10,173,173,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.032906764,0.9,2,S-M,Retained
HD,7,8,AZ,0,4,A,3/12/11,3/15/11,10/1/10,FIXED_NA,1624,9,5,0.692,5/6/10,8/19/10,7,2,3/19/10,C,Other,5,PUBLIC,1,K,8,1266,I,0,0,East Coast,EXISTING,13,15,1624,2,5/18/10,8/31/10,298,193,Middle,Middle,Middle->Middle,March,K,Middle,K->Middle,H,0,0.010268562,0.866666667,2,L,Retained
HD,5,6,TX,1,4,A,3/12/11,3/15/11,10/15/10,FIXED_NA,1435,37,7,0.804,5/14/10,8/19/10,9,3,5/14/10,FIXED_NA,Houston,5,CHD,1,Other,12,675,Other,0.217,0,East Coast,EXISTING,46,49,1435,1,9/16/10,9/16/10,177,177,Elementary,Middle,Elementary->Middle,March,Elementary,High,Other,H,0,0.068148148,0.93877551,3,M-L,Churned
HD,8,8,TX,0,4,A,3/12/11,3/15/11,10/15/10,FIXED_NA,1650,13,2,0.565,2/11/10,9/8/10,4,2,2/4/10,C,Houston,10,PUBLIC,1,6,8,919,H,0.174,0,East Coast,EXISTING,23,25,1650,2,5/25/10,9/9/10,291,184,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.025027203,0.92,2,L,Retained
HD,8,8,Other,0,4,A,3/12/11,3/15/11,10/1/10,FIXED_NA,1560,10,1,0.833,3/15/10,8/11/10,1,1,3/11/10,B,Other,5,PUBLIC,1,6,8,900,Q,0.25,0,East Coast,EXISTING,12,13,1560,2,5/20/10,9/23/10,296,170,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.013333333,0.923076923,1,L,Retained
HD,7,8,AZ,0,4,A,3/12/11,3/15/11,10/29/10,FIXED_NA,1677,7,6,0.539,1/1/10,8/9/10,6,1,8/7/10,C,Other,5,PUBLIC,1,K,8,875,N,0.154,0,East Coast,NEW,13,14,1677,1,8/17/10,8/17/10,207,207,Middle,Middle,Middle->Middle,March,K,Middle,K->Middle,H,0,0.014857143,0.928571429,1,L,Retained
HD,8,8,Other,0,4,A,3/12/11,3/16/11,11/5/10,FIXED_NA,1733,9,1,0.75,5/5/10,9/17/10,1,4,4/29/10,A,Other,5,PUBLIC,1,7,8,638,O,0.417,0,East Coast,EXISTING,12,16,1733,1,9/28/10,9/28/10,165,165,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.018808777,0.75,4,M-L,Retained
HD,8,8,TX,0,5,A,3/12/11,3/16/11,10/15/10,FR,1853,11,3,0.647,2/24/10,8/27/10,3,2,2/20/10,B,Houston,10,PUBLIC,1,6,8,1318,P,0.294,0,East Coast,EXISTING,17,19,1853,1,9/14/10,9/14/10,179,179,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.012898331,0.894736842,2,L,Retained
HD,7,8,AZ,1,5,A,3/12/11,3/16/11,10/22/10,FIXED_NA,1859,22,10,0.647,1/1/10,7/7/10,12,2,7/8/10,B,Other,5,PUBLIC,1,6,8,743,J,0.177,0,East Coast,NEW,34,36,1859,1,8/19/10,8/19/10,205,205,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.045760431,0.944444444,2,M-L,Churned
HD,7,8,TX,0,5,A,3/12/11,3/16/11,10/30/10,FIXED_NA,1668,23,4,0.677,4/15/10,8/12/10,5,4,3/9/10,C,Dallas,10,PUBLIC,1,7,8,220,Other,0.177,0,East Coast,EXISTING,34,38,1668,2,5/18/10,8/31/10,298,193,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.154545455,0.894736842,4,S,Churned
HD,8,8,TX,0,5,A,3/12/11,3/16/11,11/1/10,FIXED_NA,1891,7,0,0.583,4/23/10,4/23/10,1,1,4/20/10,A,Houston,10,PUBLIC,1,7,8,429,N,0.083,0,East Coast,NEW,12,13,1891,1,5/13/10,5/13/10,303,303,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.027972028,0.923076923,1,S-M,Churned
HD,8,8,Other,0,5,A,3/12/11,3/16/11,11/1/10,FIXED_NA,2021,4,1,0.5,4/9/10,8/9/10,9,2,4/8/10,C,Other,10,PUBLIC,1,6,8,509,Other,0,0,East Coast,EXISTING,8,10,2021,1,8/31/10,8/31/10,193,193,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.015717092,0.8,2,S-M,Retained
